title,adult,original_language,overview,tagline,genres,production_country,year
Bush Pilots,1,5,Two enterprising young flygirls who give their clients a very special kind of service- whether they're in the clouds or in the sack. The friendly skies just got a lot friendlier.,"[""They give the word 'Cockpit' a whole new meaning...""]",['Adventure'],70,1992
Mystique,1,5,"Alma, a famous photographer, needs to move away from work and the city due to a serious cancer illness, and will live alone in a beach house. Surrounded by award-winning photos of her past, and haunted by memories, she ends up getting involved with Cosima, a young woman from the neighborhood. But what begins as a love affair between the two women soon turns out to be a nightmare when Cosima starts manipulating Alma and bringing others into the house - and their lives.",['Is It Real... or is it the Ultimate Fantasy?...'],['Drama'],70,1979
Touch The Body: Erotic Oil Massage,1,5,Just drop businesses and forget about all other things to start having as much pleasure as it is possible with this story where you would meet beautiful Asian chic that is going to have tons of delight with pretty pal. She starts with performing really cool and very pleasurable intimate massage to him first of all. The diva is in anticipation of being banged as well as never before in life and guy can’t resist strong temptation of bringing a lot of delight to her at TouchTheBodyHD.,['Intense Original Oil Massage.'],['Romance'],70,2015
"The $50,000 Climax Show",1,5,"Contestant couples perform on a game show where they are given random sexual challenges they have to pass. The winning competitors will take home $50,000.",['She came to hit the jackpot!'],['Comedy'],70,1975
Fantasex,1,5,"A shy, sex-obsessed young man and a plain young woman both work for a publisher of dirty books. When the two of them get tired of being pushed around at work, they turn to violence against their employer and his secretary to get revenge.","['A Keg of TNT... beautiful', 'sensuous and fantastic!']",['Drama'],70,1976
Blow Dry,1,5,"An ambitious, virile hairdresser dreams of opening his own salon while sleeping his way to the top (and the bottom).",['Shampoo teases... Blow Dry pleases!'],['Comedy'],70,1976
In Love,1,5,"A married man has an affair one weekend with a woman who he meets in Florida. Twenty years pass, and they both continue to think of each other, but have no contact. Then when the man sees the woman's picture on a book jacket, he decided to find her again.",['A Story of Sensual Passionate Love...'],['Romance'],70,1983
Father Figure 6,1,5,"""Sext'd"" - it's all about an ""in your face sexy"" text message wrongly sent to a dashing professor! In ""Personal Assistant"", the young inept assistant gets fired and then fired up by her handsome movie star boss. ""Power Training"" features a sensuous young thing training to win the coach. And ""My Boyfriend's Dad"" says it all. Hot, sexy, gorgeous, innocent young babes and the older men they lust after.",['Looking for love in all the wrong places'],"['Drama', 'Romance']",70,2014
Emesis Blue,1,5,"On Halloween Night of 1968, an executive of the Builders League United Corporation mysteriously vanishes in Mortem, New Mexico. A private detective and washed-up war veteran team up to find him, yet the man they hunt is more dangerous than they can possibly imagine.","[""You ever feel like you're being watched?""]","['Horror', 'Animation', 'Crime', 'Mystery']",2,2023
Cougar 101,1,5,"Professor Vonhassleburg gives us a first class education as he explores the many sub species of the elusive female cougar. He sends a film crew to meet the unsuspecting cast of young hot studs only too eager to take on these sexy ladies. In the suburbs or in the city, a cougar sighting isn't far behind!",['Lesson 1: how to spot a cougar'],['Comedy'],70,2009
Girlfriends Teaching Girlfriends 2,1,5,Only a girl knows what another girl needs!,['It Takes A Girl To Love A Girl!'],['Romance'],70,2014
Home Wrecker,1,5,"Sexy, insatiable Selena Rose slides under the radar and fixes her naughty, horny self as the new roommate to two thick-cocked studs, Nacho Vidal and Erik Everhard. She uses her seductive powers and lusty hunger to make their members erect, getting them to cheat on their wet, delicious girlfriends, gorgeous Vicki Chase and exotic Asa Akira. The perverted action fires up when the girlfriends find out that their bad boys have been played, lured into Selena's irresistible little trap.",['Lust unlocked the door.'],"['Comedy', 'Romance']",70,2012
Half the Action,1,5,"Michelle Troma demands half of Marvin Lee's assets when they split up, including Lee's boat and one of his two mistresses.  Lee vows to get even with her somehow.  A hardcore parody of the Lee Marvin/Michelle Triola palimony case.",['They Only Had An Oral Agreement...But Her Mouthpiece Said It Would Stand Up In Court!'],['Comedy'],70,1980
Naked Aces 5,1,5,"Naked Aces 5 is the debut film for Digital Playground's brand new, ultra-hot contract girl, Riley Steele, and she shows the world her pure star power in a passionate, almost animalistic scene with Erik Everhard. Also featuring contract superstar, Shay Jordan in romp that will tickle your toes, Naked Aces 5 is a luscious tribute to powerful, sexy women.","['Lock', 'load', 'explode.']","['Action', 'Comedy']",70,2008
Lost and Found,1,5,"In Lost and Found, David, a swinging bachelor who's tired of his old ways, can't believe his luck when Jen moves in next door. After being uncharacteristically at a loss for words, David is helped by his roommate, Steve, who devises a scheme that is certain to bring Jen and David together. Is there no limit to what a man will do for a shot at love? Find out in this adorable romance about a man, a woman and the little pup that brought them together by nearly tearing them apart.",['What would you do to find love?'],['Romance'],70,2011
The Bait,1,5,"Brenna’s world is turned upside down as her pampered life as a trophy wife comes to an abrupt end. As things continue to spiral out of control, she finds herself in jail with no money or friends. Enter Charlie … a hardened bounty hunter that is desperately running out of time to bring in a dangerous criminal. Desperate, he agrees to bail out Brenna and share the reward money with her if she’ll go undercover in a strip club. With Brenna serving as “the bait”, Charlie surprisingly finds himself falling for the once bratty housewife. Stay tuned as we find out who ultimately gets “hooked”!","['He fell for her hook', 'line and sinker...']","['Action', 'Comedy']",70,2014
Flesh For The Butcher,1,5,A group of horny youngsters break into an abandoned warehouse and find themselves at the mercy of a cleaver-wielding lunatic.,['The first cut is the deepest.'],['Horror'],70,2015
Cheer Squad Sleepovers,1,5,In the name of team spirit Samantha Ryan seduces cheerleader Bree Daniels igniting uncontrollable passion. At the hotel the cheerleaders and their chaperones have their own way of loosening up after the competition. Hayden Hawkens and Hayden Winters are the only girls on the squad without boyfriends and become closer in more ways than one. By day they cheer the home team...By night they live their fantasies.,['Just Looking For Something To Cheer About'],['Romance'],70,2012
Scam Angels,1,5,"This pussy ain't for free. Money can buy love... and silence. Starring up and cumming stars Karlee Grey, Gina Valentina and Cindy Starfall, Scam Angels is their dynamite trio and they are on the prowl. They've figured out how to use their bouncy tits and tight asses to drain both your balls and your wallet. Their pussy comes at a price, so be on the alert! In this debut they find their first three targets: a horny neighbor, a no good high school coach and a cheap restaurant manager. These guys don't stand a chance!","[""This pussy ain't for free!""]",['Romance'],70,2018
Grinders,1,5,"Lucky is a 20+ yr old skateboarder at a crossroads in his life. As he wanders the city, landing tricks and running into old friends and new enemies. Will Lucky make the right decision?",['Live for today...'],"['Drama', 'Romance']",8,2022
I'll Do Anything,1,5,"When three beautiful women buy into an ancient youth formula, their husbands decide to teach them life lessons in love. The men don't want their wives playing with the lovely landscapes Mother Nature gave them. see what happens when these young women finally win their men over - all it takes is a little anal, four-way and a few facials to save the day! I'll Do Anything is a tale of love and intrigue mixed with plenty 'o' poon play!",['...and Anything is Everything!'],['Drama'],70,2004
Memories of Tutoring,1,15,"Sejin, a prestigious college student, has a rich and pretty girlfriend, Minhye. Sejin is increasingly irritated with her relationship with Minhye, but she uses a blind date application introduced by her friend Moohyuk. Through the blind date app, she meets a woman who needs to be dispatched. Se-jin, who was neglected and stressed by Seol-hee, accidentally reads her diary while having a meeting with the aim of joking with Seol-hee, and realizes that her first love is herself. Se-jin gets to know Seol-hee's sincerity and Seol-hee gets better. Then one day, while Se-jin confessed her love to Seol-hee and was dating, her girlfriend noticed her relationship with Seol-hee. But, what kind of choice will Sejin make?","[""Teacher don't go! The secret tutoring with the student begins!""]",['Romance'],61,2018
Love & Marriage,1,5,Fantasies become reality when the seductive Kayden Kross find the passion that is missing from her marriage. Manuel Ferrara can't resist the fiery connection between them. Watch the sparks fly when they break all the rules to quench their desire.,['Passion waits for no one.'],"['Drama', 'Romance']",70,2010
Women Seeking Women 68,1,5,"Girlfriends Films present ""Women Seeking Women Volume 68"", starring Sara Stone & Jelena Jensen Georgia Jones & Lena Nicole, Brenda James & Elexis Monroe Kennedy Kessler & Missy Martinez. Restless hearts searching for that one perfect woman. Beautiful woman-woman sex which is sure to excite you!",['Restless Hearts Searching For That One Perfect Woman'],['Romance'],70,2010
The Mislayed Genie,1,5,"After accidentally summoning up a genie (played by cult character actor Tobar Mayo), a sex-starved young man finds all of his erotic wishes can come true, but soon finds himself embroiled in time hopping orgies, gangster schemes, and other uproarious happenings, all while trying to score the girl of his dreams. Rene Bond co-stars as a sex-ed teacher whose students take 'family planning' a bit too literally in this never released on English language home video, sexploitation rarity.","[""See David's magic.....lamp??? If you rub it LONG enough.... If you rub it HARD enough.... You'll COME out smiling....""]","['Comedy', 'Fantasy']",70,1973
The Family That Lays Together,1,5,"Forbidden attractions become illicit affairs for The Family that Lays Together. Resistance gives way to temptation when a man is left at home with a sexually manipulative stepdaughter who is determined to seduce him. Hidden passions ignite when a young woman with a skill for deep throating takes on her well-endowed stepbrother. After his mother falls ill, a woman's obsession with becoming her stepfather's wife gives way to a twisted, illicit arrangement. When a young man discovers a collection of incestuous stories on his stepmother's computer, their volatile relationship quickly turns into a steamy affair. The Family That Lays Together -- Sometimes it's best to keep things between family.",['Digital Playgrounds Taboo Tales'],['Romance'],70,2013
Meant to Be,1,5,"Sara has always had feelings for her childhood best friend Jacob, but he never felt the same way...or so she thought! The night before she's set to leave for college, Jacob confesses his love for her with a long awaited proposal. Unfortunately, Jacob's confession isn't enough - as Sara goes off to college. Several years pass and Sara returns home with her fiancee Michael, and is to decide between her ""new love"" or ""old love"" and ultimately decide what is... Meant to Be!",['Some Love Is Simply... Meant To Be!'],['Romance'],70,2013
The New Behind the Green Door,1,5,"Hope is desperate to find her birth parents. Almost broke, homeless and alone, the seedy underbelly of the city offers up a solution that Hope never thought she'd take.","['When one door closes', 'another opens!']",['Drama'],70,2013
Girls in White 2011,1,5,"The prelude to the community of Thornhill's annual Girls in White Ball, which is not just a coming-out event and debutante ball for young lesbians, but also the time and place where older lesbians take their pick of the young beauties and use them for sexual purposes. Getting initiated couldn't be more fun!","['Ritual', 'Seduction', 'Initiation And Hot Sex!']",['Romance'],70,2011
ぐそみるく,1,14,Japanese erotica film featuring scat and torture!,['Extreme Fetish Perversions'],['Horror'],40,2002
Erotic Things II,1,19,"Erotic comedy in three episodes: Segment 1- Erotic Dream: Sonia, a totally insecure woman, in one of her erotic dreams, sits in a harem, satisfying her most violent and strange desires. She wakes up wet, as if she's coming out of an orgasm. Segment 2- Horn Changed: Navarro, eccentric millionaire, decides to invite his friends to dinner. All guests are required to bring their wives. After dinner, the dessert is a plate with a key. The ladies retreat to their rooms waiting for their pair. But the host changes the keys and the wives end up having sex with other men.",['Erotic Things II'],['Comedy'],7,1984
"Park Ara, Born 1982",1,15,"Park Ara, who grew up being teased for her dirty name decides to let her name be known to the world. Ara takes nude photos while working part-time at the studio and when her photos leaked, she accused the staff working in the studio. The accused staff commits suicide while under investigation, and Ara comes under harsh public scrutiny. Ara, who debuts as a filmmaker by making a film retelling the injustices she went through, is also suspected of sexually assaulting her own actress...",['The woman in the Studio Chulsa sexual harrassment case becomes a movie director!'],['Romance'],61,2020
The Master Of Pleasure,1,5,"In a ritzy penthouse, a passionate lawyer (John Leslie) lives the ultimate sex fantasy! Get ready to experience The Master of Pleasure, and meet the beautiful, insatiable women who satisfy them. No sexual act is taboo. From the delicious thrill of domination and bondage... to illicit lesbian lust... and sizzling sex-toys sessions, the extravagant decadence of jet-set lust is laid bare. It's almost too much for any man to handle. But then, John Leslie isn't just any man!",['Experience The Ultimate In Erotica!'],['Documentary'],70,1988
"Amazing Tits 111cm Cosplayer, Age 19 (Everyone Gets A Tongue Job And French Kiss Cleanup) Super Sensitive Masochist (Squirting Hard With Orgasmic Nipple Play)",1,14,"Girls who can't make up their minds as layers and are smoldering at home cos con cafe. Such [SNS 'crazy' dependence] We chase the darkness of post-cosplayers, doujin circle [Second generation tsubami uncle] The 11th commercial public release and very popular is the open IQ zero openly exposed cos. Layer KK-chan dressed up. ""I want to do H like erotic comics"", Kameko also freaked out, and it became a messy orgy with bodily fluid injection, hip shaking, tits, and drooling...! ! !",['(Non-stop Mouth Fucking For Gagging With Lots Of Drool And Love Juice All Around Her Tits) Her Body…'],['Documentary'],40,2022
"Magic Mirror Number Hard Boiled. Rural Schoolgirl Takes A Field Trip To Tokyo, She Plays A Sexy Game Of Chance Where If She Wins She Gets 100,000 Yen On The Spot, If She Loses She Gets A Quickie!",1,14,"Picking up J ○, who lives in a rural area on a school trip, saying, ""Why don't you try a simple game and get a prize of 100,000 yen?"" Let the countryside J ○ with no alertness get caught on the Magic Mirror, and if you lose, immediately go for a baseball fist! A sneaky MC wearing a lot of clothes and a close battle (laughs) Local girls with little entertainment like S ○ X! ?? I am very excited about the big dick from Tokyo and I can not refuse vaginal cum shot!",['Barely legal Innocent Pussy And Bouncy Tits That Are Sure To Catch Your Eye!'],['Documentary'],40,2022
Roomies,1,5,"April leaves her boyfriend and life in the Midwest for a dream job in L.A. Things couldn’t be better until she unexpectedly loses her job and her apartment. With few options, April finds - what appears to be - a friendly, outgoing roommate, Zooey. It doesn’t take long, however, to find out that Zooey is nothing more than a con artist who exposes the “sweet Midwesterner” to lesbianism, role playing and adultery!","['You can take the girl out of the country', 'but...']",['Comedy'],70,2014
Pink Velvet 3,1,5,"Lisa has become the owner of a hotel on the Hungarian-Czech border. Now in a serious relationship with Sandy, she still harvests a deep, inbrided love for Jo. Ella has come home to patch things up with her mother, and begins working at the hotel as the Duty Manager.",['A Lesbian Odyssey'],['Romance'],30,2005
Unfaithful,1,5,"Lisa seems to have made the perfect match. Her lover, Nelly, is nine years younger than her, beautiful, committed, and completely in love with her. But something's just not right. In-between bouts of intense, passionate love-making, Lisa is hiding a secret guilt which she can't bear to reveal.",['A Tale Of Lust And Deception'],['Romance'],55,2006
true colors,1,12,"Reza, a man who does not have a stand for himself and cannot make decisions for himself. Reza's attitude like that makes Anggun, his partner, have to advise and even reprimand him to have a stand for himself rather than listening to, and even following the words of others rather than himself. In the end, there was one thing that happened between the two of them that made Reza realize how blind he had been to his life, always listening to and even following the words of others.",['indonesian'],"['Drama', 'Romance']",33,2024
The First Time,1,5,"Sue Morris is the long-suffering wife of lazy layabout Jan. He refuses to look for work, so Sue decides to help make ends meet by dabbling in porn videos. While shooting her first flick, she meets Jake Matera, a swinging lawyer who rents his house out as a hardcore set. Jake invites Sue to a swing party, and she brings Jan along for some partner-swapping fun. But what's Sue to do when she finds herself more attracted to Jake than to her own husband?","[""You'll Never Know How Good 'Something Different' Can Be Until You Try It!""]",['Drama'],70,1978
Killing Me Softly,1,5,"Jack Wrangler, David King, Stan Richards and the fantastic Giuseppe Welsh team up in this spine-tingling story of sex, passion and murder as a fiend — with an uncontrollable need to kill in order to have an orgasm — roams the city looking for victims.",['Nobody does it better than Jack Wrangler'],"['Horror', 'Drama']",70,1979
My Wife And I Are Bored Of Each Other So Tempted By Karen (Step Sister) And Creampie Her Again And Again,1,14,"While his wife was traveling alone, he had a forbidden secret meeting with his sister-in-law Karen. As the couple's relationship cooled, she could no longer resist her temptations. She is invited by sweet words, ""Anyway, my sister is also having an affair,"" and the two of them have a close relationship. The more I think it's no good, the more my reason is blown away. Devouring her sister-in-law's too erotic body, morning, noon, night, the next morning, vaginal cum shot again and again. The best time to keep seeking each other. I want to stay connected. It was too pleasant that my head melted with a sense of immorality and euphoria.","['Big Tits', 'Cheating Wife', 'Creampie', 'Digital Mosaic', 'Featured Actress', 'Hi-Def', 'Older Sister', 'Slut']",['Drama'],40,2021
Stockholm Syndrome,1,5,"Ian is a nomad making his way across the country via petty crimes. But misdemeanors quickly turn to felonies, when he kidnaps Juliette, whose trophy wife status makes her Ian's perfect target. In a tangled web of chaos and crime, Juliette develops a case of Stockholm Syndrome and falls in love with her abductor.",['Love has no rules'],"['Crime', 'Drama', 'Romance']",70,2015
Women Seeking Women 2,1,5,Beautiful women licking and fucking the hell out of each other. Holly & Kyla once agian mix their magic chemistry for this super hot scene. Veronica Snow has fallen when roommate Kelly Fire enters her bedroom and does a slow seduction. Lena Ramon takes super-femme Tara Wild - The Countess of Kissing - to the bedrom for this hot butch femme match up.,['What Women Really Do When They Are Alone And Behind Closed Doors'],['Romance'],70,2003
Male masturbation,1,5,Very short educational film made for exclusively educational purposes.  The film illustrates male masturbation from the beginning to ejaculation.  A production of MEDIA SERVICES HEALTH SCIENCES CENTER SUNY - STONY BROOK.,['A educational film.'],"['Documentary', 'TV Movie']",70,1974
"Titanic Tits: Rural Cosplayer (Age 19) With A Submissive Streak (Everybody Gets A Titty & Nipple Fuck & Cums On Her Tits) P-Cup With Enormous Nipples Ravished By 12 Continuous Loads In A Titty Fuck Four-Some Orgy,",1,14,"Girls who can't make up their minds as layers and are smoldering at home cos con cafe. Such a [strong dependence on SNS] A new series that bears the darkness of post-cosplayers! ! This time, with the help of Mousozoku-sama, we have released a part of the documentary footage of our doujin circle [Nidaime Tsubami Ojisan] for commercial release! The popular third installment is a 130cm ultra-extreme milk layer (19)! Please enjoy the agony looks and hard play straight out of the erotic manga! ! !",['Spitroasted By 2 Guys 140 Minutes Of Endless Sex'],"['Science Fiction', 'Romance', 'Fantasy', 'Drama', 'Documentary']",40,2021
The Artist,1,5,"Director Randy Spears takes us into the eccentric world of Malachi, an unusual artist with a special gift. When one of his students takes an interest in her mentor, she discovers his extraordinary secret. But things get complicated when her boyfriend engineers a plan to exploit his talents. Can Malachi teach his students a lesson they'll never forget? Or will it cost them their lives...","['Art is life', 'and death']","['Drama', 'Fantasy']",70,2008
Climax!,1,5,"It's the tingle for which people take the ultimate risk to achieve. Anne is one such thrillseeker who delights in cheating on her husband Charles, who is a likewise nookie chaser. Join these two headstrong hedonists in their erotic escapades that set new records in sensual sexual achievement. Seeking fulfillment, the carnal fleshpots of Atlantic City provide Charles with one forbidden sex act after another, until he looses his last dime to a crooked poker player. To make matters even worse, Charles gets rolled by two outrageous and provocative hookers. The plot thickens as doublecrosses turn into romantic triangles. Deceptions and seductions run rampant, until that fateful night finally comes when Anne has to pay Charles' gambling debt.",['A Film As Powerful As Its Title!'],['Drama'],70,1985
It's a Secretary Thing!,1,5,"Patrick Collins proudly presents, It's a Secretary Thing, a collection of stunning superstars dressed up as seductive secretaries. Watch the curvaceous Shyla Stylez, alongside Jenaveve Jolie, Karlie Montana, Carli Banks, Ashley Blue, Evie Delatosso, and Jamie Lamore. It's a Secretary Thing is a depiction of fantasy role-playing at its best. In an industry that is over saturated with unoriginal couch sex, Patrick Collins focuses on creative scenarios, chemistry between performers and real female orgasms. His movies are unlike anything else in porn.",['IT`S A SECRETARY THING is a depiction of fantasy role-playing at its best.'],['Fantasy'],70,2008
Mother-Daughter Exchange Club  23,1,5,"Persia Monir and Danica Dillon share a “special moment” that rivals the most erotic of stories. Zoey Holloway and Jessi Palmer get so raunchy, that the silence itself is sexually arousing. The passion and lust these two have for each other are off the meter! Raquel Sieb and Dani Jensen are more than eager to get each other’s clothes off, and Darla Crane and Cassandra Nix’s intimacy goes beyond the realm of “Curiosity”!",['Mother Knows Best!'],['Romance'],70,2012
Hooked,1,5,"After another stressful day at the office, Andrea (Jessica Drake) decides to stop into a local hotel bar to grab a drink and unwind. But this is no typical bar; it’s where out of town businessmen come to acquire a little “companionship”. When she’s mistaken for a hooker by the handsome gentleman (Marcus London) who brought her a drink, Andrea is devastated and leaves in a huff. But her curiosity gets the better of her and she returns for a chance encounter. They share an intense but brief relationship… Night after night Andrea returns, anxious to find another John to erase the emptiness inside. But it’s not long before the reality of her secret nightlife has very real consequences.","[""Go ahead . . . pay the price . . . and you'll be . . . hooked.""]",['Thriller'],70,2010
Inrearendence Day,1,5,Parody of the 1996 blockbuster Independence Day.,['In the end...we all cum together!'],"['Science Fiction', 'Comedy']",70,1996
Love Is the Number of Keys,1,14,"""Love Is A Number Of Keys"" is a story about Jyun; living alone for the first time and becoming an assistant apartment manager. He soon finds out, by being a peeping tom mind you, that this particular apartment services sex to people. The ladies do this out of enjoyment, and Sumire (senior manager and A-class sex fiend herself) trusts him with this secret!",['Ai wa Kagi no Kazu dake… Fuuzoku Mansion'],['Animation'],40,2002
Deception,1,5,Cherry Torn and Veruca James take to the deep woods for some rest and relaxation. They take an extended trip to go hiking and get their minds off of the real world. The forest is a very calming place and the girls can't wait to take all of it in.  Once in the woods the girls find that they are not alone.  There is an evil dark presence getting closer and waiting for the perfect moment to expose itself. Once exposed there is no putting this evil back to rest.,['A XXX Thriller'],"['Thriller', 'Horror']",70,2016
Chemistry 3,1,5,"Director Tristan Taormino takes six porn stars to a secluded house for 36 hours. Each has a strong, unique personality; their only common bond being the adult industry. As they get to know each other, the erotic encounters unfold as they would naturally: the performers decide the who, what, when and where. There is no script and no schedule; the sex is completely spontaneous. In between the scenes, cast mates go into a private ""confessional,"" where they speak openly and honestly about working in the adult industry, their relationships, their fantasies... and dish the dirt on their fellow cast mates. Some revelations are deeply personal, others unexpectedly provocative. What's always provocative is the ""Perv Cam,"" which the actors use on each other to shoot absolutely anything - like each other's scenes, spontaneous encounters, and intimate moments behind the scenes","['The Experiment Continues... Six Stars. 36 Hours. One House. No Script. 9 Sex Scenes', 'Just The Way They Want.']",['Documentary'],70,2007
OMG...It's The Leaving Las Vegas XXX Parody,1,5,"An alcoholic that lost everything decides to go to Las Vegas to spend his last days. In unexpected circumstances, he literally runs into a prostitute that is just as sad and lonely as himself. The two begin a strange relationship based on codependency. Can a drunk and a whore find true love in the city of sin? Stranger things have happened in Vegas.","[""OMG...It's The Leaving Las Vegas XXX Parody""]",['Drama'],70,2013
Big Breast Nurses 7,1,5,"Nurse Kagney has to deal with a bitchy wife who blames her husband for his lack of sex drive. But Kagney knows best how to cure that. When a hardened criminal is brought in for a final check-up before going to the big house, Nurse Kortney gives him a final taste of freedom. It's Nurse Jenna's first day at the hospital. So she gets the royal tour by the head surgeon. Most importantly: The Relaxation Room. Nurse Tasha might not have the best track record. So when a lawyer comes around asking questions, she needs to up the charm. When a patient comes in complaining of insomnia, he can't help hallucinate that Nurse Baylee is seriously coming onto him.",['Top porn stars in real life scenarios!'],['Comedy'],8,2011
Brief Affair,1,5,Dance student Sinclair has a decision to make when her lover Rudy tells her he's leaving town.,"[""When You Can't Choose Between Love and Lovers...""]",['Romance'],70,1982
The Iron Maw,1,5,"Set during the Falklands War of the early 1980s, a soldier grapples with his trauma, after witnessing a tragedy involving a close friend. But as a wealthy philanthropist arrives in his hometown promising peace and prosperity through charity work, they uncover a web of lies, and come face to face with a monster created from the community’s darkest lies.","['In a city blinded by hope', 'the real monster is the truth.']","['Thriller', 'Drama', 'History', 'Science Fiction']",2,2024
The Guest,1,18,This was the winning script at the contest that Christine le Duc with radio 538 made out. All listeners were allowed to submit a script of their secret fantasy.,['keep discovering.'],['Romance'],47,2009
A Woman With Divine Titties Lala Anzai Her Adult Video Debut Miraculous Huge Tits A 7-Tit-Jamming Special,1,14,"It’s Utsunomiya Shion promised 3rd coming where she reinvents herself as Rara Anzai.  So, SSNI-643 is mainly a Busty Fetish video with several scenes and old-known RION costumes. It also gets a “Debut” tag but we know is not a debut and it doesn’t feel like one anyway.  It’s been over a 1-year absence for Rara Anzai and looks more slim than before.  Her tits look as big as ever if not more much to the rejoice of old RION fans. Gotta admit that she looks good and stunning and perhaps the time off was a good thing.  Now we are back to business as usual. With a new name and new energy. Welcome back RION.",['It’s Utsunomiya Shion promised 3rd coming where she reinvents herself as Rara Anzai.'],['Documentary'],40,2019
Cadillac Named Desire,1,5,"The milquetoast Arnold Broomsteader works as an illustrator for American Automobile Magazine and is going nowhere fast.  But in his fantasies, he steals a red Cadillac convertible and realizes all of his most outlandish sexual desires.",['Let Victoria take you on the hottest ride of your life!'],['Comedy'],70,1978
Mother-Daughter Exchange Club 13,1,5,Moms and their daughters mix with other romance minded mom-daughter pairs!!!,['Mother Knows Best!'],['Romance'],70,2010
Beat the Devil,1,5,"Years ago Eric Jones sold his soul to the devil so he could be a player. Now he feels there is a technicality and he wants to renegotiate. Well it's not that easy, it seems that Satan likes a good wager!",['Hell Hath No Fury'],"['Fantasy', 'Comedy']",70,2003
The Coven Wives,1,5,"Recently divorced writer Cherie DeVille moves to Northern California in search of a new life, and a cure for her writer’s block. She believes that she has found the perfect house in a remote part of Marin County, until strange things begin to happen. She meets a mysterious girl who begins to haunt her dreams, and then two beautiful women who seem to have a cure for her creative drought.",['Inspiration Can Be Found In The Strangest Of Places... And Sometimes At A Very Dear Cost'],['Romance'],8,2018
Sweetness and Light,1,5,"When a stormy couple - who use fighting as foreplay - finally split up, their friends are all too eager to set them up with new people but no matter how terrible they are for each other, breaking up always leads to making up.",['Sometimes bad can be so good...'],"['Romance', 'Comedy']",70,2014
Forbidden Letters,1,5,"Erotic, explicit letters between a young man and his incarcerated lover recall happier (and hotter) times.",['An Unusual Gay Love Story'],"['Drama', 'Romance']",70,1979
Inside Baby Sister,1,5,"Jimbo and his baby sister travel up and down the California coast from San Luis Obispo to Los Angeles to San Francisco, bantering and getting into all kinds of sexy business along the way.","[""A very little girl with very big ideas! She's coming to get you!""]",['Comedy'],70,1977
Looker 2: Femme Fatale,1,5,The year is 2022. A new Femme Fatale is on a killing spree. With each move Craven inches closer to the truth - but will it kill him first? Will he catch her? Can he resist her? Could you?,['The Bitch is Back!'],"['Action', 'Fantasy']",70,2000
Bring It,1,5,"Some girls will do anything, or anyone, to become the head cheerleader. Fortunately for us, Alektra is only too eager to share all of the sexy and sordid details. Alektra, Jana Jordan, Victoria Lawson and Katie Jordin will give you something to cheer about when they spread their legs and Bring It!",['Give her an F-U-C-K!'],['Comedy'],70,2011
The Undercover Female Investigator. The Chain Of Betrayal. Moe Amatsuka,1,14,"Amatsuka appears as a failed undercover investigation. The role of death row prisoner! Her parents and younger brother were killed by drug addicts, serially murdered for revenge, arrested and sentenced to death. However, a man from the Special Public Security Bureau, dressed as Tony Oki, visited a cell and said, ""I will exempt the death penalty if you cooperate with the eradication of drug groups."" ""Your murderer's trick is to let the other person take care of you by color schemes and poisoning. But I guess you were feeling it too."" ""That's not true."" To bear. And infiltrate. Although she was slim and cool in the shooting battle, she was caught and raped by the boss of the organization that plays the role of Takuhama Yoshimura. I was crying at the last pity. ""Ah"" sounds like ""meow"" Amatsuka 's writhing voice is still cute, her thin belly and thin arms are really sensual, and Wai loves Angel Moe!",['Moe Amatsuka dressed as a murderer!'],"['Thriller', 'Romance']",40,2015
Shipwreck,1,5,"The ship goes down; only one passenger is able to make it to the safety of a beautiful, tropical island. Our poor beauty is all-alone or so she thinks, Suddenly she is surrounded by a garden of lust, sexual pleasures. It is there that the passionate natives teach her the joys of primitive lust.","[""It's a mutiny on the booty""]",['Adventure'],70,1997
Crime of Passion,1,5,"Jordan is the pretty new girl in school, who begins a relationship with Matt. Little does she know, however, that Matt has been having a steamy affair with his chemistry teacher and she's possessive of her boy toy. When Matt tries to break it off with the teacher, jealousy turns to blind rage. Is what happens next an accident, a mistake or…a crime of passion?","[""It's not nice to mess with teacher...""]","['Comedy', 'Crime', 'Romance']",70,2014
Blue Matrix,1,5,"Enter the Blue Matrix, the virtual reality universe where your every erotic fantasy can come true. As long as your every erotic fantasy doesn't extend beyond soft-porn scenarios where men do it with women and women lick each other a bit.",['Uncover... its secrets!!'],"['Fantasy', 'Science Fiction']",70,2001
Lotus,1,5,"Sheri is not a typical court concubine. She must keep the emperor happy but she must not lay him or it will be fatal, or so it goes. She tells him five stories, each with 20 different sexual positions. The tale of the stable boy and the lady. Of two lads and their love interest Lotus Blossom. Of two royal scrub maidens in an intense and erotic bathing ritual. Of the stable boy and his two captive wenches. And finally... of the emperor himself, which proves to be the most satisfying of all.","['She must keep the emperor happy', 'but she must not lay him or it would be fatal', 'as so it goes.']","['Fantasy', 'Comedy']",70,1998
About Jessica,1,5,"To ease her roommate Ivy Winters through a relationship-induced depression, jessica drake and sexy gal pal Kiara Diane take her out on the town. During their attempts to find ""Mr. Right Now"", jessica meets Jim, a cocky guy who is just her type. His brother Tom invites her back to a bachelor party, but when she unexpectedly turns up at the hotel, she gets more than she bargained for. Shocked and hurt, she runs away him and takes solace in her friends' arms. And just when you think it's over, her friends come through, saving the day and a new romance.",['Saving the day...and a new romance'],"['Comedy', 'Romance']",70,2011
